City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Puerto del Rosario,0,ES,1634799586,83,28.5004,-13.8627,71.35,12.66
Upernavik,100,GL,1634816834,91,72.7868,-56.1549,30.51,19.6
Tongchuanshi,96,CN,1634770461,30,35.0806,109.0897,55.38,5.82
Hobart,40,AU,1634757024,43,-42.8794,147.3294,75.02,3.0
Beyneu,21,KZ,1634784173,66,45.3167,55.2,40.78,10.45
Cape Town,17,ZA,1634788639,69,-33.9258,18.4232,60.1,9.06
Darapidap,20,PH,1634766760,72,17.2131,120.4114,85.1,5.88
La Ronge,14,CA,1634737278,64,55.1001,-105.2842,33.91,10.02
Nikolskoye,100,RU,1634791800,89,59.7035,30.7861,54.88,11.79
Lavrentiya,100,RU,1634841609,99,65.5833,-171.0,32.4,1.57
Fukuechō,100,JP,1634765567,76,32.6881,128.8419,58.66,0.85
Montenegro,75,ME,1634792560,93,42.5,19.3,47.66,1.14
Brodokalmak,100,RU,1634783639,89,55.5748,62.082,31.46,16.55
Athens,20,GR,1634791160,75,37.9795,23.7162,60.17,1.01
Choszczno,100,PL,1634794542,68,53.169,15.4205,62.01,17.63
Cherskiy,99,RU,1634762637,100,68.75,161.3,-2.69,5.68
Severo-Kuril'sk,80,RU,1634760446,63,50.6789,156.125,37.49,19.93
Mīzan Teferī,77,ET,1634786643,70,6.9833,35.5833,62.22,3.31
Faanui,8,PF,1634744122,77,-16.4833,-151.75,79.34,6.13
Uusikaupunki,100,FI,1634794253,83,60.8004,21.4084,50.52,19.66
Kaeo,100,NZ,1634751301,97,-35.1,173.7833,61.32,7.85
Muisne,100,EC,1634727706,86,0.6,-80.0333,75.34,8.3
Liepāja,90,LV,1634793641,88,56.5419,21.0367,57.25,19.57
Thompson,98,CA,1634735579,76,55.7435,-97.8558,27.73,5.06
Geraldton,90,AU,1634765911,56,-28.7667,114.6,72.12,12.66
Ushtobe,100,KZ,1634778694,27,45.2514,77.9838,62.06,7.14
Chivay,93,PE,1634724936,22,-15.6383,-71.6011,51.31,2.44
Mayo,1,US,1634815297,83,38.8876,-76.5119,62.58,0.0
Tucupita,34,VE,1634810172,99,9.0622,-62.051,72.86,2.93
Saint George,1,US,1634737615,45,37.1041,-113.5841,64.35,1.01
Cidreira,53,BR,1634805348,77,-30.1811,-50.2056,62.24,16.6
Bowen,35,AU,1634758339,72,-20.0167,148.2333,80.8,12.41
Sakaiminato,91,JP,1634764694,55,35.55,133.2333,59.4,11.01
Oneonta,16,US,1634815223,85,42.4529,-75.0638,58.21,4.54
Avarua,75,CK,1634745804,69,-21.2078,-159.775,75.25,6.91
Katsuura,99,JP,1634762970,58,35.1333,140.3,62.71,9.31
Lüderitz,56,NA,1634789889,81,-26.6481,15.1594,56.62,11.45
Paranaíba,39,BR,1634806195,72,-19.6772,-51.1908,67.82,8.48
Yumen,52,CN,1634773678,19,40.2833,97.2,51.15,8.84
Khao Wong,69,TH,1634770653,68,16.7001,104.0902,88.47,3.29
Bardsīr,0,IR,1634782755,21,29.9227,56.5743,63.07,3.24
Porto-Novo,100,BJ,1634794536,94,6.4965,2.6036,74.91,4.21
Jagüey Grande,100,CU,1634815409,91,22.5269,-81.1286,74.05,5.75
Butaritari,50,KI,1634753537,74,3.0707,172.7902,81.68,12.82
Tabou,60,CI,1634796830,89,4.423,-7.3528,75.92,4.47
Saint-François,90,FR,1634796595,66,46.4154,3.9054,57.47,16.11
Saint Paul Harbor,92,US,1634748985,94,57.79,-152.4072,38.16,12.62
Erenhot,0,CN,1634770392,39,43.6475,111.9767,42.85,11.05
Broken Hill,53,AU,1634759273,16,-31.95,141.4333,85.24,8.95
Ziniaré,62,BF,1634795754,65,12.5822,-1.2983,79.2,5.95
Carnarvon,41,AU,1634766373,58,-24.8667,113.6333,72.27,14.65
Mayskiy,89,RU,1634788019,71,47.6931,40.1025,44.44,9.57
Reoti,12,IN,1634775849,63,25.85,84.3833,80.04,8.23
Ust'-Ishim,100,RU,1634781764,67,57.6935,71.1665,43.3,3.85
Nanortalik,32,GL,1634810156,54,60.1432,-45.2371,36.39,1.83
Ancud,100,CL,1634810134,84,-41.8697,-73.8203,47.73,5.95
Jackson,1,US,1634740222,92,42.4165,-122.8345,52.75,0.0
Chui,1,UY,1634805893,84,-33.6971,-53.4616,53.04,5.88
Hīt,5,IQ,1634786282,33,33.6416,42.8251,67.66,8.99
Tual,73,ID,1634762750,78,-5.6667,132.75,82.76,5.1
Melong,100,CM,1634792707,93,5.1218,9.9614,65.66,0.81
Provideniya,75,RU,1634841849,80,64.3833,-173.3,26.71,2.24
Magadan,13,RU,1634762924,36,59.5667,150.8,19.44,3.33
Berlevåg,100,NO,1634795307,78,70.8578,29.0864,35.6,27.78
Lamu,58,KE,1634784945,77,-2.2717,40.902,79.02,12.39
Manta,90,EC,1634727805,83,-0.95,-80.7333,73.18,8.05
Korla,4,CN,1634776445,20,41.7597,86.1469,59.14,1.77
Namatanai,55,PG,1634758119,72,-3.6667,152.4333,83.82,4.83
Asău,13,RO,1634791192,74,46.4333,26.4,40.28,7.78
College,75,US,1634749243,73,64.8569,-147.8028,30.99,0.0
Zemio,100,CF,1634789061,98,5.0314,25.1361,69.01,2.55
Beringovskiy,79,RU,1634756735,79,63.05,179.3167,17.87,4.56
Vestmannaeyjar,96,IS,1634804821,76,63.4427,-20.2734,44.8,29.89
Acarí,92,PE,1634725669,72,-15.4311,-74.6158,67.44,3.13
Rocha,0,UY,1634806047,93,-34.4833,-54.3333,49.42,6.53
Puerto Ayora,89,EC,1634730123,89,-0.7393,-90.3518,69.76,5.99
Laguna,90,US,1634739588,64,38.421,-121.4238,66.34,0.0
Lata,99,PT,1634799016,97,40.1629,-8.3327,59.04,3.13
Belmonte,100,BR,1634803441,94,-15.8631,-38.8828,70.3,6.96
Wilmington Island,1,US,1634815908,89,32.0036,-80.9737,64.98,0.0
San Patricio,8,US,1634733206,76,28.017,-97.5169,77.83,6.29
Yanam,100,IN,1634775905,62,16.7333,82.2167,88.2,0.87
Morgan City,37,US,1634731786,100,29.6994,-91.2068,75.99,4.74
Caravelas,100,BR,1634803433,91,-17.7125,-39.2481,71.58,14.9
Cedar City,1,US,1634737529,46,37.6775,-113.0619,50.4,4.61
Severo-Yeniseyskiy,88,RU,1634776952,64,60.3725,93.0408,39.74,5.93
Ustyuzhna,100,RU,1634790296,93,58.8394,36.4321,51.15,17.72
Raudeberg,100,NO,1634798398,91,61.9875,5.1352,41.86,7.0
Kautokeino,100,NO,1634796008,95,69.0125,23.0412,23.11,17.49
Talnakh,100,RU,1634780456,95,69.4865,88.3972,18.68,3.18
Skovorodino,23,RU,1634768570,41,53.9833,123.9167,43.47,8.12
Port Macquarie,46,AU,1634756553,65,-31.4333,152.9167,73.89,7.23
São Paulo de Olivença,100,BR,1634811236,99,-3.3783,-68.8725,72.64,1.61
Houma,23,US,1634731663,94,29.5958,-90.7195,76.98,5.12
Honningsvåg,20,NO,1634796115,69,70.9821,25.9704,35.13,19.57
Hamina,100,FI,1634792819,91,60.5697,27.1979,52.88,21.83
Plettenberg Bay,100,ZA,1634787443,55,-34.0527,23.3716,67.23,0.22
Petropavlovsk-Kamchatskiy,0,RU,1634760108,32,53.0452,158.6483,36.19,15.66
Along,100,IN,1634773484,100,28.1667,94.7667,71.74,0.56
Lompoc,1,US,1634739105,85,34.6391,-120.4579,59.31,0.0
Castlegar,100,CA,1634739590,93,49.2998,-117.6689,44.1,1.45
Severodvinsk,100,RU,1634790631,94,64.5635,39.8302,30.31,18.07
Chokurdakh,85,RU,1634766596,94,70.6333,147.9167,-12.69,2.77
Touros,68,BR,1634803134,83,-5.1989,-35.4608,79.7,6.22
Grants,1,US,1634736110,56,35.1473,-107.8514,37.63,0.0
Amga,100,RU,1634767690,82,60.8953,131.9608,30.54,6.11
Flers,67,FR,1634797895,81,48.7372,-0.5747,50.25,11.52
Singkang,87,MY,1634770290,66,2.1006,102.7994,86.05,5.7
Takoradze,100,GH,1634795508,91,4.8845,-1.7554,76.14,7.63
Saint-Philippe,37,RE,1634780448,73,-21.3585,55.7679,80.47,11.61
Sobolevo,100,RU,1634790741,81,54.4299,31.8996,48.22,16.91
Harper,59,LR,1634796916,87,4.375,-7.7169,76.46,3.47
Waingapu,99,ID,1634765561,53,-9.6567,120.2641,89.28,12.26
Necochea,0,AR,1634806797,84,-38.5473,-58.7368,59.04,12.1
Luena,81,AO,1634789536,98,-11.7833,19.9167,60.62,2.68
Departamento de Maldonado,0,UY,1634806174,87,-34.6667,-54.9167,54.79,8.97
Dębica,64,PL,1634792748,63,50.0515,21.4114,55.94,17.38
São Filipe,0,CV,1634801433,56,14.8961,-24.4956,81.91,9.78
Haltern am See,93,DE,1634796353,80,51.743,7.1816,57.69,24.0
Kalmunai,91,LK,1634775566,65,7.4167,81.8167,86.07,4.34
Vredendal,86,ZA,1634788773,70,-31.6683,18.5012,60.24,3.15
Vao,100,NC,1634753579,90,-22.6667,167.4833,71.01,16.35
Ngunguru,100,NZ,1634751092,98,-35.6167,174.5,61.16,15.46
Khandwa,6,IN,1634777571,51,21.8333,76.3333,77.22,2.48
Yinchuan,0,CN,1634771367,17,38.4681,106.2731,52.59,1.79
Viedma,1,AR,1634807631,71,-40.8135,-62.9967,59.97,13.04
Răstoliţa,24,RO,1634791580,80,46.9726,24.9929,45.21,1.48
Kamaishi,32,JP,1634762871,48,39.2667,141.8833,56.39,14.5
Yangi Marg`ilon,70,UZ,1634779809,41,40.4272,71.7189,60.22,4.61
Westport,1,US,1634814709,75,41.1415,-73.3579,68.83,4.0
Bilibino,100,RU,1634761163,96,68.0546,166.4372,3.47,2.8
Lorengau,72,PG,1634759432,75,-2.0226,147.2712,83.35,5.03
Kavieng,95,PG,1634758561,74,-2.5744,150.7967,83.5,6.67
Oistins,40,BB,1634809755,74,13.0667,-59.5333,82.49,23.02
Fort Nelson,0,CA,1634742003,91,58.8053,-122.7002,33.71,0.49
Marovoay,1,MG,1634782913,56,-16.1,46.6333,78.94,9.01
Malbork,100,PL,1634793784,72,54.0359,19.0266,61.05,15.57
Fairbanks,75,US,1634749218,76,64.8378,-147.7164,31.01,0.0
São Félix do Xingu,62,BR,1634807034,97,-6.6447,-51.995,72.34,1.21
Inongo,99,CD,1634790392,94,-1.95,18.2667,70.93,3.33
Urubichá,21,BO,1634809239,52,-15.3833,-62.95,75.31,2.64
Sitka,90,US,1634744770,81,57.0531,-135.33,48.09,5.75
Srednekolymsk,58,RU,1634764039,91,67.45,153.6833,1.89,1.9
Khandyga,100,RU,1634767166,85,62.6667,135.6,23.23,4.0
Safaga,0,EG,1634788010,56,26.7292,33.9365,73.08,18.99
Camopi,33,GF,1634807564,99,3.1655,-52.3158,71.65,1.41
Fortuna,1,US,1634740401,70,40.5982,-124.1573,61.36,3.0
Gamba,100,GA,1634792343,88,-2.65,10.0,75.22,3.13
Formosa do Rio Preto,80,BR,1634805192,63,-11.0483,-45.1931,76.14,0.67
Terney,0,RU,1634764594,30,45.0503,136.6092,45.07,3.78
Constitución,69,CL,1634810322,91,-35.3333,-72.4167,49.87,4.7
Mazara del Vallo,2,IT,1634793810,85,37.6641,12.588,68.0,11.52
Tessalit,2,ML,1634795570,28,20.1986,1.0114,71.42,7.63
Norman Wells,45,CA,1634744306,94,65.282,-126.8329,24.76,4.03
Arraial do Cabo,100,BR,1634803818,79,-22.9661,-42.0278,65.48,3.24
Hūn,1,LY,1634792464,61,29.1268,15.9477,63.27,6.4
Quatre Cocos,18,MU,1634780031,74,-20.2078,57.7625,77.09,10.78
Cracow,90,US,1634817192,88,43.7424,-82.8199,59.31,1.99
Verkhnevilyuysk,100,RU,1634771011,98,63.4453,120.3167,33.67,8.39
Seshcha,100,RU,1634790306,73,53.7361,33.3387,48.54,17.02
Mata,100,PT,1634798845,90,40.683,-7.4592,55.92,3.6
Klaksvík,98,FO,1634801267,69,62.2266,-6.589,40.12,31.92
Kamina,100,CD,1634788464,94,-8.7386,24.9906,63.59,2.48
Guánica,84,PR,1634811763,89,17.9716,-66.908,80.19,3.0
Margate,100,GB,1634797705,83,51.3813,1.3862,50.7,5.99
Alofi,75,NU,1634748350,64,-19.0595,-169.9187,76.15,21.34
Aykhal,100,RU,1634773764,95,66.0,111.5,35.06,25.66
Opotiki,100,NZ,1634750241,70,-38.0833,177.2833,61.39,6.22
Inírida,95,CO,1634724945,98,3.8653,-67.9239,73.08,1.54
Kloulklubed,41,PW,1634762964,69,7.0419,134.2556,86.5,2.91
Gazojak,84,TM,1634782344,52,41.1875,61.4036,49.62,16.73
Säkylä,100,FI,1634794075,83,61.0333,22.3333,50.04,12.15
Salima,72,MW,1634785949,70,-13.7804,34.4587,71.6,9.6
Champerico,95,GT,1634731175,85,14.3,-91.9167,82.35,6.73
Lastoursville,100,GA,1634791772,100,-0.8143,12.7287,71.11,2.04
Cayenne,0,GF,1634807649,83,4.9333,-52.3333,82.09,3.0
Beloha,93,MG,1634782806,84,-25.1667,45.05,66.85,14.32
Marsh Harbour,94,BS,1634814650,56,26.5412,-77.0636,80.26,14.85
Barillas,100,GT,1634731101,99,15.8036,-91.3158,68.34,1.05
Križevci,98,HR,1634793523,68,46.0219,16.5425,59.81,18.05
Kahului,20,US,1634746988,77,20.8947,-156.47,77.02,14.97
Odda,100,NO,1634797693,97,60.0691,6.5457,43.77,6.29
Dhidhdhoo,100,MV,1634777634,77,6.8833,73.1,81.68,8.88
Torbat-e Jām,1,IR,1634782111,53,35.244,60.6225,52.66,18.66
Newala,80,TZ,1634784931,84,-10.9431,39.2787,67.26,3.24
Snyder,1,US,1634734294,45,32.7179,-100.9176,68.52,8.05
Balikpapan,64,ID,1634766771,62,-1.2675,116.8289,85.32,7.05
Evensk,43,RU,1634761336,70,61.95,159.2333,12.42,7.67
Lakes Entrance,75,AU,1634757283,69,-37.8811,147.981,75.58,12.53
Pīpār,0,IN,1634778483,37,26.3856,73.5378,80.53,10.69
Kuantan,92,MY,1634770241,65,3.8077,103.326,85.68,1.3
Henties Bay,91,NA,1634790357,91,-22.116,14.2845,57.51,4.68
Dogondoutchi,42,NE,1634794526,57,13.6393,4.0287,83.05,9.78
Wadi Maliz,0,TN,1634794698,76,36.4681,8.5495,59.77,4.56
Kruisfontein,99,ZA,1634787121,53,-34.0033,24.7314,62.4,4.54
Opuwo,1,NA,1634790680,43,-18.0607,13.84,61.05,2.44
Pokosnoye,7,RU,1634774266,52,55.5258,101.0536,44.35,9.1
Caucayá,100,CO,1634726411,99,-0.1934,-74.7819,71.55,1.63
Moorhead,75,US,1634734337,71,46.8739,-96.7676,38.98,5.01
Kandrian,80,PG,1634758694,67,-6.2167,149.55,86.02,6.69
Seoul,79,KR,1634766332,28,37.5683,126.9778,59.41,3.58
Aiken,1,US,1634816158,86,33.5835,-81.5998,64.06,0.0
Kirakira,79,SB,1634755529,75,-10.4544,161.9205,82.8,4.61
Souillac,4,MU,1634780073,73,-20.5167,57.5167,77.36,9.75
Tuatapere,0,NZ,1634751834,57,-46.1333,167.6833,54.18,6.58
Portland,75,US,1634740441,84,45.5234,-122.6762,57.69,3.0
Karasburg,17,NA,1634788945,65,-28.0167,18.75,65.77,18.66
Pingliang,93,CN,1634771068,34,35.5392,106.6861,49.73,6.2
Longyearbyen,20,SJ,1634804977,67,78.2186,15.6401,12.04,10.36
Granby,88,CA,1634814913,95,45.4001,-72.7324,57.25,6.55
Kiruna,90,SE,1634796283,93,67.8557,20.2251,22.12,4.61
Edéa,99,CM,1634792605,99,3.8,10.1333,72.14,2.48
Chupa,100,RU,1634792711,98,66.27,33.0549,32.38,9.44
Matara,52,LK,1634775807,72,5.9485,80.5353,83.79,7.45
Tombouctou,5,ML,1634796523,35,20.0,-3.0,69.15,11.21
Sobradinho,81,BR,1634803644,89,-12.8333,-39.1,72.34,1.54
Malindi,77,KE,1634785090,78,-3.2175,40.1191,77.79,13.27
Trincomalee,68,LK,1634775759,74,8.5711,81.2335,82.83,1.34
Putina,46,PE,1634724424,67,-15.4667,-69.4333,49.01,5.06
Canberra,90,AU,1634757200,62,-35.2835,149.1281,69.75,1.01
Vanino,13,RU,1634764094,44,49.0869,140.2543,40.35,2.17
Ayagoz,100,KZ,1634778355,28,47.9714,80.4392,52.99,6.38
Mossamedes,53,AO,1634791231,88,-15.1961,12.1522,64.69,4.45
Coyhaique,75,CL,1634809362,61,-45.5752,-72.0662,42.75,2.3
Ingham,75,US,1634817473,76,42.6,-84.3833,62.55,0.0
Segovia,66,ES,1634798052,88,41.1667,-4.0,54.82,6.22
Port Blair,100,IN,1634773137,72,11.6667,92.75,84.54,7.27
Valleyview,0,CA,1634740158,62,55.0667,-117.2859,40.1,5.46
Falmouth,28,GB,1634799122,72,50.1544,-5.0711,52.7,16.49
Mazagão,17,BR,1634807167,84,-0.115,-51.2894,84.25,4.63
Clyde River,90,CA,1634818653,93,70.4692,-68.5914,28.63,13.8
Coquimbo,0,CL,1634810432,82,-29.9533,-71.3436,53.33,2.3
Alice Springs,0,AU,1634761582,17,-23.7,133.8833,90.95,10.36
Ussuriysk,0,RU,1634765607,35,43.7986,131.9508,48.02,6.08
Sørland,100,NO,1634798034,98,67.667,12.6934,37.27,19.1
Arnprior,94,CA,1634815785,90,45.4334,-76.3494,56.34,5.28
Sechura,62,PE,1634727620,81,-5.5569,-80.8222,66.16,12.57
Ailigandí,70,PA,1634727607,84,9.2333,-78.0167,78.26,5.5
Bambous Virieux,13,MU,1634780025,74,-20.3428,57.7575,77.22,10.89
Mount Isa,40,AU,1634760396,35,-20.7333,139.5,85.77,8.05
Káto Mazaráki,3,GR,1634791662,81,38.0667,21.65,54.25,1.72
Dombarovskiy,96,RU,1634783663,73,50.7587,59.5386,32.36,17.45
Berdigestyakh,100,RU,1634769189,84,62.0989,126.6992,31.3,7.63
Petropavl,100,KZ,1634781843,70,54.8753,69.1628,44.24,15.23
Amalāpuram,98,IN,1634775946,64,16.5833,82.0167,88.18,0.6
Pitimbu,44,BR,1634802871,82,-7.4706,-34.8086,79.39,5.79
Gigmoto,100,PH,1634765642,78,13.7796,124.39,83.5,5.14
Turkmenabat,100,TM,1634781664,74,39.0733,63.5786,54.9,18.81
Bozoum,100,CF,1634791221,97,6.3193,16.3799,67.12,3.22
Forsytheganj,100,BY,1634791038,59,52.6333,29.7333,52.12,14.65
Verkhoyansk,83,RU,1634768953,91,67.5447,133.385,16.34,2.26
Aklavik,100,CA,1634747127,87,68.2191,-135.0107,21.33,3.04
Narsaq,15,GL,1634810495,36,60.9167,-46.05,26.82,6.04
Phuket,40,TH,1634771649,83,8.0,98.25,84.09,3.44
Port Lincoln,1,AU,1634760419,54,-34.7333,135.8667,67.93,12.46
Svay Rieng,99,KH,1634769979,77,11.0879,105.7993,82.04,4.76
Vostok,1,RU,1634764895,45,46.4856,135.8833,33.84,6.33
Puli,92,TW,1634766965,60,23.9664,120.9695,80.22,5.61
Dāmghān,54,IR,1634783679,57,36.1683,54.348,54.07,5.93
Cabedelo,37,BR,1634802900,84,-6.9811,-34.8339,79.47,6.24
San Cristobal,37,VE,1634812553,93,7.7669,-72.225,69.98,1.92
Petropavlovka,1,RU,1634772647,51,50.6114,105.3196,42.03,3.4
Juan Lacaze,1,UY,1634806795,80,-34.4342,-57.4381,59.11,14.25
Vila Franca do Campo,8,PT,1634802946,68,37.7167,-25.4333,61.21,2.77
Torbay,100,CA,1634810319,95,47.6666,-52.7314,48.58,4.0
Baoding,0,CN,1634769180,26,38.8511,115.4903,60.85,4.52
Sarangani,69,PH,1634765000,73,5.4033,125.4636,83.66,6.15
Loandjili,100,CG,1634791801,83,-4.7561,11.8578,76.44,2.39
Manggar,100,ID,1634768752,66,-2.8833,108.2667,84.87,5.48
Tiznit Province,26,MA,1634798601,30,29.5833,-9.5,69.58,3.06
Santa Cruz de La Palma,0,ES,1634800533,78,28.6835,-17.7642,71.74,12.66
Shitanjing,0,CN,1634771405,19,39.2342,106.3439,47.95,1.9
Rosetown,0,CA,1634737504,33,51.5501,-108.0014,34.99,14.05
Hammerfest,75,NO,1634796522,80,70.6634,23.6821,30.65,19.57
Marystown,100,CA,1634810852,100,47.1666,-55.1483,48.85,12.33
Qasigiannguit,98,GL,1634813804,80,68.8193,-51.1922,26.85,3.31
Ugoofaaru,99,MV,1634777603,68,5.6667,73.0,82.18,9.17
Andra,76,RU,1634783898,85,62.5147,65.8878,30.02,3.2
San Miguel de Tucumán,1,AR,1634809158,49,-26.8241,-65.2226,68.0,6.91
Columbus,75,US,1634816934,82,39.9612,-82.9988,59.52,3.44
Nouadhibou,0,MR,1634799940,52,20.931,-17.0347,74.08,12.73
Conde,40,BR,1634802905,83,-7.2597,-34.9075,78.26,5.75
Mahibadhoo,83,MV,1634777525,69,3.7833,72.9667,82.11,11.03
Monrovia,93,LR,1634797743,86,6.3005,-10.7969,77.31,4.9
Saldanha,69,ZA,1634788817,92,-33.0117,17.9442,57.72,14.52
Kholodnyy,22,RU,1634764207,85,62.7167,147.95,-1.34,0.74
